district,price,GrossSquareMeters,ItemStatus,room,hall
1,620.0,125.0,0,3.0,1.0
1,620.0,87.0,0,2.0,1.0
1,815.0,110.0,0,2.0,1.0
1,1150000.0,170.0,0,4.0,2.0
1,709.0,89.0,0,2.0,1.0
1,1250000.0,195.0,0,4.0,2.0
1,795.0,89.0,0,2.0,1.0
1,685.0,145.0,0,3.0,1.0
1,711.0,105.0,0,2.0,1.0
1,600.0,168.0,0,3.0,1.0
1,7000000.0,330.0,1,6.0,2.0
1,450.0,95.0,0,2.0,1.0
1,895.0,95.0,0,2.0,1.0
1,850.0,120.0,0,2.0,1.0
1,1350000.0,236.0,0,5.0,2.0
1,585.0,110.0,0,2.0,1.0
1,750.0,115.0,0,3.0,1.0
2,1600000.0,130.0,0,3.0,1.0
2,620.0,55.0,0,1.0,1.0
2,1250000.0,145.0,0,3.0,1.0
2,1800000.0,120.0,0,3.0,1.0
2,645.0,85.0,0,1.0,1.0
2,1450000.0,140.0,0,2.0,2.0
2,1300000.0,105.0,0,2.0,1.0
2,1200000.0,115.0,0,3.0,1.0
2,1425000.0,130.0,0,3.0,1.0
2,1225000.0,145.0,0,3.0,1.0
2,1275000.0,115.0,0,3.0,1.0
2,1270000.0,130.0,0,3.0,1.0
2,1750000.0,130.0,0,3.0,1.0
2,520.0,70.0,0,1.0,1.0
2,1220000.0,110.0,0,2.0,1.0
2,1230000.0,150.0,0,3.0,1.0
2,1250000.0,135.0,0,3.0,1.0
2,1675000.0,175.0,0,6.0,1.0
2,1100000.0,140.0,0,3.0,1.0
2,769.0,75.0,0,1.0,1.0
2,1150000.0,125.0,0,3.0,1.0
2,1150000.0,90.0,0,2.0,1.0
2,1099000.0,150.0,0,3.0,1.0
2,1735000.0,140.0,0,3.0,1.0
2,2000000.0,150.0,1,3.0,2.0
2,2000000.0,150.0,0,3.0,1.0
2,1240000.0,80.0,0,2.0,1.0
2,765.0,75.0,0,1.0,1.0
2,1285000.0,140.0,0,3.0,2.0
2,1925000.0,120.0,0,3.0,1.0
2,4150000.0,240.0,0,6.0,2.0
2,1535000.0,185.0,0,3.0,2.0
2,1275000.0,110.0,0,3.0,1.0
2,600.0,45.0,0,0.0,1.0
2,2300000.0,173.0,0,3.0,1.0
2,1210000.0,95.0,0,3.0,1.0
2,560.0,55.0,0,1.0,1.0
2,598.0,65.0,0,1.0,1.0
2,2200000.0,190.0,0,3.0,1.0
2,1350000.0,95.0,0,2.0,1.0
2,2100000.0,135.0,0,3.0,1.0
2,1260000.0,100.0,0,2.0,1.0
2,2250000.0,125.0,0,3.0,1.0
2,2000000.0,140.0,0,3.0,1.0
2,1500000.0,185.0,0,4.0,1.0
2,1275000.0,95.0,0,2.0,1.0
2,1300000.0,136.0,0,3.0,1.0
2,2100000.0,120.0,0,3.0,1.0
2,2250000.0,145.0,0,3.0,1.0
2,2050000.0,120.0,0,3.0,1.0
2,1085000.0,120.0,0,3.0,1.0
2,1150000.0,100.0,0,2.0,1.0
2,700.0,60.0,1,1.0,1.0
2,1200000.0,130.0,0,3.0,1.0
2,1200000.0,140.0,0,3.0,1.0
2,1200000.0,110.0,0,3.0,1.0
2,1285000.0,110.0,0,3.0,1.0
2,1075000.0,80.0,0,2.0,1.0
2,1785000.0,145.0,0,3.0,1.0
2,1700000.0,180.0,0,4.0,1.0
2,1500000.0,130.0,0,2.0,2.0
2,1280000.0,100.0,0,2.0,1.0
2,1680000.0,120.0,1,2.0,1.0
2,1350000.0,180.0,0,2.0,2.0
2,1040000.0,70.0,0,2.0,1.0
2,1400000.0,160.0,1,3.0,2.0
2,1225000.0,105.0,0,3.0,1.0
2,1545000.0,126.0,0,2.0,1.0
2,630.0,60.0,0,1.0,1.0
2,9100000.0,260.0,0,5.0,1.0
2,1330000.0,190.0,0,3.0,1.0
2,1250000.0,100.0,0,3.0,1.0
2,1425000.0,100.0,0,2.0,1.0
2,1230000.0,100.0,0,2.0,1.0
2,650.0,65.0,1,1.0,1.0
2,1500000.0,100.0,0,2.0,1.0
2,775.0,70.0,0,1.0,1.0
2,580.0,75.0,0,1.0,1.0
2,2700000.0,155.0,0,3.0,1.0
2,1950000.0,190.0,0,4.0,1.0
2,770.0,65.0,0,1.0,1.0
2,690.0,75.0,0,1.0,1.0
2,1050000.0,85.0,0,2.0,1.0
2,1360000.0,135.0,0,3.0,1.0
2,1800000.0,115.0,0,3.0,1.0
2,1650000.0,115.0,0,3.0,1.0
2,2850000.0,260.0,0,4.0,2.0
2,1400000.0,130.0,0,3.0,1.0
2,1750000.0,400.0,0,7.0,1.0
2,850.0,55.0,0,1.0,1.0
2,560.0,65.0,0,1.0,1.0
2,435.0,60.0,0,1.0,1.0
2,1400000.0,125.0,0,3.0,1.0
2,1600000.0,180.0,0,4.0,1.0
2,599.0,50.0,0,1.0,1.0
2,1100000.0,100.0,0,2.0,1.0
2,1585000.0,110.0,0,3.0,1.0
2,1400000.0,160.0,0,3.0,1.0
2,2250000.0,150.0,0,3.0,1.0
2,1230000.0,90.0,0,2.0,1.0
2,485.0,45.0,0,0.0,1.0
2,1420000.0,110.0,0,3.0,1.0
2,3250000.0,200.0,0,4.0,2.0
2,1230000.0,130.0,0,3.0,1.0
2,1450000.0,90.0,0,2.0,1.0
2,1150000.0,120.0,0,3.0,1.0
2,549.0,50.0,0,1.0,1.0
2,2600000.0,185.0,0,5.0,2.0
2,1275000.0,100.0,0,2.0,1.0
2,1000000.0,120.0,0,3.0,1.0
2,1100000.0,105.0,0,2.0,1.0
2,2250000.0,200.0,0,4.0,2.0
2,1290000.0,195.0,0,3.0,1.0
2,1000000.0,85.0,0,2.0,1.0
2,1200000.0,85.0,1,2.0,1.0
2,2350000.0,135.0,0,3.0,1.0
2,2250000.0,190.0,0,4.0,2.0
2,1750000.0,140.0,0,3.0,1.0
2,1500000.0,135.0,0,3.0,1.0
2,1400000.0,110.0,0,2.0,1.0
2,1565000.0,120.0,0,3.0,1.0
2,1950000.0,115.0,0,3.0,1.0
2,1100000.0,120.0,0,2.0,1.0
2,1400000.0,170.0,0,3.0,2.0
2,1850000.0,125.0,0,3.0,1.0
2,2000000.0,180.0,0,4.0,2.0
2,1350000.0,125.0,0,3.0,1.0
2,1250000.0,120.0,0,3.0,1.0
2,1650000.0,115.0,1,3.0,1.0
2,1500000.0,95.0,1,2.0,1.0
2,1260000.0,90.0,0,2.0,1.0
2,1000000.0,100.0,0,2.0,1.0
2,2650000.0,170.0,0,5.0,1.0
2,1500000.0,170.0,0,4.0,1.0
2,1650000.0,135.0,0,3.0,1.0
2,1565000.0,130.0,0,3.0,1.0
2,1425000.0,135.0,0,3.0,1.0
2,6800000.0,306.0,0,7.0,3.0
2,2100000.0,140.0,0,5.0,2.0
2,1050000.0,125.0,0,3.0,1.0
2,1100000.0,125.0,0,3.0,1.0
2,490.0,80.0,0,1.0,1.0
2,1650000.0,120.0,0,3.0,1.0
3,227.0,85.0,0,1.0,1.0
3,750.0,85.0,0,2.0,1.0
3,690.0,120.0,0,3.0,1.0
3,825.0,150.0,0,3.0,1.0
3,1350000.0,160.0,0,3.0,2.0
3,620.0,70.0,0,1.0,1.0
3,640.0,70.0,0,2.0,1.0
3,720.0,160.0,0,3.0,1.0
3,1450000.0,170.0,0,3.0,1.0
3,575.0,130.0,0,3.0,1.0
3,1850000.0,200.0,0,4.0,2.0
3,765.0,145.0,0,3.0,1.0
3,1410000.0,135.0,0,3.0,1.0
3,600.0,65.0,0,1.0,1.0
3,685.0,65.0,0,1.0,1.0
3,900.0,80.0,0,2.0,1.0
3,625.0,125.0,0,3.0,1.0
3,585.0,65.0,0,1.0,1.0
3,850.0,95.0,0,2.0,1.0
3,427.0,130.0,0,3.0,1.0
3,2650000.0,360.0,1,6.0,2.0
3,760.0,90.0,0,2.0,1.0
3,532.0,135.0,0,3.0,1.0
3,780.0,130.0,0,3.0,1.0
3,730.0,150.0,0,3.0,1.0
3,2150000.0,220.0,0,4.0,2.0
3,720.0,90.0,0,2.0,1.0
3,680.0,150.0,0,2.0,2.0
3,550.0,110.0,0,3.0,1.0
3,560.0,115.0,0,3.0,1.0
3,750.0,70.0,0,1.0,1.0
3,750.0,150.0,0,3.0,1.0
3,765.0,130.0,0,3.0,1.0
3,620.0,115.0,0,3.0,1.0
3,750.0,80.0,0,2.0,1.0
3,910.0,90.0,0,2.0,1.0
3,1580000.0,160.0,0,4.0,2.0
3,715.0,90.0,0,2.0,1.0
3,810.0,95.0,0,2.0,1.0
3,570.0,115.0,0,3.0,1.0
3,950.0,90.0,0,2.0,1.0
3,1645000.0,200.0,0,4.0,2.0
3,1250000.0,155.0,0,4.0,2.0
3,1350000.0,150.0,0,2.0,2.0
3,1075000.0,190.0,0,4.0,2.0
3,1650000.0,165.0,0,4.0,2.0
3,585.0,85.0,1,1.0,1.0
3,630.0,115.0,0,3.0,1.0
3,1295000.0,185.0,0,3.0,1.0
3,1250000.0,200.0,0,4.0,2.0
3,750.0,140.0,0,3.0,1.0
3,660.0,120.0,0,3.0,1.0
3,415.0,130.0,0,3.0,1.0
3,1800000.0,240.0,0,4.0,2.0
3,1190000.0,145.0,0,4.0,1.0
3,650.0,130.0,0,3.0,1.0
3,1500000.0,180.0,0,4.0,1.0
3,780.0,80.0,0,2.0,1.0
3,720.0,125.0,0,3.0,1.0
3,850.0,110.0,0,3.0,1.0
3,1150000.0,150.0,0,3.0,1.0
3,350.0,70.0,0,1.0,1.0
3,680.0,130.0,0,3.0,1.0
3,410.0,100.0,0,3.0,1.0
3,13000000.0,380.0,0,6.0,2.0
3,1350000.0,170.0,0,3.0,2.0
3,1650000.0,220.0,0,4.0,1.0
3,760.0,180.0,0,3.0,1.0
3,475.0,125.0,1,3.0,1.0
3,1275000.0,125.0,0,3.0,1.0
3,1100000.0,125.0,0,3.0,1.0
3,570.0,135.0,0,3.0,1.0
3,850.0,90.0,0,2.0,1.0
3,585.0,130.0,0,3.0,1.0
3,590.0,125.0,0,3.0,1.0
3,1270000.0,175.0,0,3.0,1.0
3,925.0,120.0,0,2.0,1.0
3,770.0,100.0,0,2.0,1.0
3,780.0,100.0,0,2.0,1.0
3,875.0,47.0,1,1.0,1.0
3,720.0,120.0,0,3.0,1.0
3,1000000.0,165.0,0,3.0,1.0
3,1500000.0,275.0,0,4.0,2.0
3,1290000.0,155.0,0,3.0,1.0
3,860.0,135.0,0,3.0,1.0
3,1389000.0,150.0,0,3.0,1.0
3,920.0,95.0,0,2.0,1.0
3,560.0,100.0,0,3.0,1.0
3,1650000.0,175.0,0,4.0,2.0
3,580.0,65.0,0,2.0,1.0
3,650.0,65.0,0,1.0,1.0
3,1250000.0,135.0,0,3.0,1.0
3,650.0,75.0,0,2.0,1.0
3,1550000.0,170.0,0,4.0,2.0
3,985.0,95.0,0,2.0,1.0
3,540.0,65.0,0,1.0,1.0
3,780.0,90.0,0,2.0,1.0
3,1050000.0,140.0,0,3.0,1.0
3,1270000.0,135.0,0,3.0,1.0
3,725.0,125.0,1,3.0,1.0
3,810.0,80.0,0,2.0,1.0
3,900.0,135.0,0,3.0,1.0
3,3000000.0,260.0,0,6.0,2.0
3,800.0,95.0,0,2.0,1.0
3,849.0,135.0,0,3.0,1.0
3,850.0,130.0,0,3.0,1.0
3,780.0,180.0,0,3.0,1.0
3,1200000.0,140.0,0,3.0,1.0
3,920.0,115.0,0,3.0,1.0
3,630.0,112.0,0,3.0,1.0
3,2550000.0,200.0,0,5.0,2.0
3,280.0,70.0,0,1.0,1.0
3,870.0,150.0,0,2.0,2.0
3,780.0,120.0,0,3.0,1.0
3,2030000.0,180.0,0,5.0,2.0
3,980.0,90.0,0,2.0,1.0
3,950.0,95.0,0,2.0,1.0
3,1200000.0,180.0,0,4.0,2.0
3,980.0,130.0,0,3.0,1.0
3,1500000.0,160.0,0,3.0,2.0
3,1000000.0,110.0,0,3.0,1.0
3,870.0,75.0,0,2.0,1.0
3,625.0,115.0,0,3.0,1.0
3,650.0,120.0,0,3.0,1.0
3,330.0,90.0,0,1.0,1.0
3,1550000.0,180.0,0,4.0,2.0
3,1250000.0,175.0,0,3.0,2.0
3,860.0,100.0,0,2.0,1.0
3,595.0,130.0,0,3.0,1.0
3,420.0,110.0,0,3.0,1.0
3,850.0,75.0,0,2.0,1.0
3,360.0,65.0,0,1.0,1.0
3,280.0,75.0,0,1.0,1.0
3,700.0,90.0,0,2.0,1.0
3,650.0,160.0,0,3.0,1.0
3,1750000.0,230.0,0,4.0,2.0
3,1600000.0,195.0,0,4.0,2.0
3,1380000.0,140.0,0,3.0,1.0
3,1549000.0,265.0,0,4.0,2.0
3,756.0,75.0,0,2.0,1.0
3,1320000.0,130.0,0,3.0,1.0
3,895.0,95.0,0,2.0,1.0
3,955.0,140.0,0,3.0,1.0
3,880.0,85.0,0,2.0,1.0
3,949.0,130.0,0,3.0,1.0
3,820.0,105.0,0,2.0,1.0
3,800.0,120.0,0,3.0,1.0
3,1399999.0,270.0,1,5.0,2.0
3,780.0,125.0,0,3.0,1.0
3,895.0,100.0,0,2.0,1.0
3,880.0,90.0,0,2.0,1.0
3,1550000.0,180.0,0,4.0,1.0
3,1700000.0,180.0,0,4.0,2.0
3,1830000.0,240.0,0,5.0,2.0
3,950.0,85.0,0,2.0,1.0
3,720.0,130.0,0,3.0,1.0
3,1450000.0,140.0,0,3.0,1.0
3,640.0,130.0,0,3.0,1.0
3,950.0,170.0,0,3.0,1.0
3,675.0,75.0,0,1.5,1.0
3,1200000.0,180.0,1,3.0,1.0
3,620.0,85.0,0,1.0,1.0
3,735.0,95.0,0,2.0,1.0
3,1950000.0,190.0,0,4.0,2.0
3,800.0,130.0,0,3.0,1.0
3,450.0,130.0,0,3.0,1.0
3,1500000.0,225.0,0,4.0,2.0
3,830.0,110.0,0,3.0,1.0
3,1500000.0,170.0,0,3.0,1.0
3,900.0,120.0,0,3.0,1.0
3,1600000.0,220.0,0,5.0,2.0
3,3100000.0,300.0,0,5.0,2.0
3,1400000.0,185.0,0,3.0,1.0
3,1000000.0,140.0,0,3.0,1.0
3,825.0,75.0,0,2.0,1.0
3,1600000.0,180.0,0,3.0,2.0
3,910.0,135.0,0,3.0,1.0
3,1000000.0,180.0,0,3.0,2.0
3,510.0,65.0,0,1.0,1.0
3,970.0,115.0,0,3.0,1.0
3,730.0,140.0,0,3.0,1.0
3,765.0,100.0,0,2.0,1.0
3,1050000.0,125.0,0,3.0,1.0
3,1650000.0,240.0,0,4.0,2.0
3,850.0,66.0,0,1.0,1.0
3,2100000.0,230.0,0,3.0,2.0
3,940.0,95.0,0,2.0,1.0
3,470.0,110.0,0,3.0,1.0
3,1450000.0,180.0,0,3.0,2.0
3,1650000.0,200.0,0,4.0,2.0
3,675.0,130.0,0,3.0,1.0
3,1250000.0,170.0,0,3.0,1.0
3,800.0,100.0,1,2.0,1.0
3,900.0,100.0,0,2.0,1.0
3,1800000.0,175.0,0,3.0,1.0
3,1300000.0,130.0,0,3.0,1.0
3,1250000.0,120.0,0,3.0,1.0
3,300.0,75.0,0,2.0,0.0
3,1050000.0,180.0,0,3.0,2.0
3,930.0,95.0,0,2.0,1.0
3,2850000.0,360.0,1,6.0,2.0
3,1248000.0,130.0,0,3.0,1.0
3,480.0,82.0,0,1.0,1.0
3,1100000.0,130.0,0,3.0,1.0
3,1220000.0,160.0,0,3.0,1.0
3,1600000.0,300.0,0,5.0,2.0
3,900.0,90.0,0,2.0,1.0
3,825.0,90.0,0,2.0,1.0
3,1300000.0,170.0,0,3.0,2.0
3,740.0,150.0,0,3.0,1.0
3,2060000.0,220.0,0,4.0,2.0
3,1450000.0,150.0,0,5.0,2.0
3,930.0,100.0,0,2.0,1.0
3,1000000.0,105.0,0,3.0,1.0
3,990.0,100.0,0,2.0,1.0
3,835.0,70.0,0,2.0,1.0
3,965.0,70.0,0,1.0,1.0
3,790.0,110.0,0,3.0,1.0
3,920.0,70.0,0,1.0,1.0
3,1050000.0,180.0,1,3.0,1.0
3,800.0,140.0,0,3.0,1.0
3,1100000.0,120.0,0,2.0,2.0
3,460.0,130.0,0,3.0,1.0
3,695.0,80.0,0,1.5,1.0
3,1150000.0,220.0,0,4.0,2.0
3,680.0,180.0,1,3.0,1.0
3,989.5,120.0,0,2.0,1.0
3,945.0,95.0,0,2.0,1.0
3,1250000.0,145.0,0,3.0,1.0
3,720.0,90.0,0,3.0,1.0
3,735.0,105.0,0,3.0,1.0
3,530.0,65.0,0,2.0,1.0
3,500.0,70.0,0,1.0,1.0
3,1150000.0,200.0,0,3.0,1.0
3,670.0,110.0,0,3.0,1.0
3,450.0,55.0,0,1.0,1.0
3,835.0,110.0,0,3.0,1.0
3,1150000.0,210.0,0,4.0,2.0
3,1250000.0,200.0,0,3.0,2.0
3,820.0,110.0,0,3.0,1.0
3,780.0,95.0,0,2.0,1.0
3,990.0,110.0,0,2.0,1.0
3,700.0,140.0,0,3.0,1.0
3,550.0,130.0,0,3.0,1.0
3,1400000.0,200.0,0,4.0,1.0
3,1050000.0,200.0,0,4.0,1.0
3,825.0,95.0,0,2.0,1.0
3,560.0,135.0,0,3.0,1.0
3,340.0,135.0,0,3.0,1.0
3,700.0,150.0,0,3.0,1.0
3,315.0,90.0,0,1.0,1.0
3,445.0,133.0,0,3.0,1.0
3,425.0,145.0,0,3.0,1.0
3,1485000.0,175.0,0,3.0,1.0
3,610.0,85.0,0,1.0,1.0
3,725.0,182.0,0,2.0,2.0
3,645.0,130.0,0,3.0,1.0
3,865.0,105.0,1,2.0,1.0
3,875.0,105.0,0,2.0,1.0
3,1750000.0,225.0,0,4.0,1.0
3,690.0,90.0,0,2.0,1.0
3,1150000.0,135.0,0,3.0,1.0
3,1300000.0,200.0,0,3.0,2.0
3,650.0,150.0,0,3.0,1.0
3,740.0,140.0,0,3.0,1.0
3,720.0,145.0,0,3.0,1.0
3,805.0,105.0,0,2.0,1.0
3,1150000.0,130.0,0,3.0,1.0
3,1050000.0,190.0,0,4.0,1.0
3,520.0,115.0,0,3.0,1.0
3,1400000.0,150.0,0,5.0,2.0
3,610.0,125.0,0,3.0,1.0
3,1790000.0,220.0,0,4.0,2.0
3,400.0,130.0,0,3.0,1.0
3,890.0,105.0,0,2.0,1.0
3,1930000.0,190.0,0,4.0,2.0
3,530.0,75.0,0,1.0,1.0
3,475.0,130.0,0,3.0,1.0
3,670.0,80.0,0,2.0,1.0
3,860.0,72.0,0,1.0,1.0
3,980.0,160.0,0,3.0,1.0
3,980.0,120.0,0,2.0,1.0
3,850.0,80.0,0,1.0,1.0
3,949.0,115.0,0,2.0,1.0
3,480.0,85.0,0,1.0,1.0
3,720.0,75.0,0,2.0,1.0
3,760.0,75.0,0,2.0,1.0
3,860.0,75.0,0,2.0,1.0
3,550.0,140.0,0,3.0,1.0
3,315.0,35.0,1,1.0,1.0
3,700.0,135.0,0,3.0,1.0
3,450.0,140.0,0,3.0,1.0
3,550.0,150.0,0,3.0,1.0
3,650.0,70.0,0,2.0,1.0
3,1200000.0,170.0,0,3.0,2.0
3,1320000.0,125.0,0,3.0,1.0
3,1150000.0,160.0,0,4.0,2.0
3,1850000.0,183.0,0,3.0,1.0
3,840.0,74.0,0,1.0,1.0
3,1600000.0,169.0,0,3.0,1.0
3,365.0,160.0,0,3.0,1.0
3,565.0,135.0,0,3.0,1.0
3,655.0,155.0,0,3.0,1.0
3,1250000.0,160.0,0,4.0,2.0
3,1150000.0,160.0,0,3.0,2.0
3,2500000.0,300.0,0,6.0,2.0
3,955.0,100.0,0,2.0,2.0
3,1100000.0,200.0,0,3.0,1.0
3,750.0,160.0,0,3.0,1.0
3,1400000.0,300.0,0,5.0,1.0
3,1550000.0,165.0,0,4.0,2.0
3,580.0,58.0,0,1.0,1.0
3,1450000.0,220.0,0,4.0,2.0
3,985.0,125.0,0,3.0,1.0
3,380.0,90.0,0,1.0,1.0
3,770.0,75.0,0,2.0,1.0
3,1250000.0,152.0,0,3.0,1.0
3,925.0,130.0,0,3.0,1.0
3,825.0,130.0,0,3.0,1.0
3,1300000.0,160.0,0,3.0,2.0
3,780.0,85.0,0,2.0,1.0
3,325.0,60.0,0,1.0,1.0
3,880.0,100.0,0,2.0,1.0
3,950.0,130.0,0,3.0,1.0
3,1225000.0,230.0,0,4.0,1.0
3,750.0,140.0,1,3.0,1.0
3,1520000.0,147.0,0,3.0,1.0
3,1670000.0,200.0,0,4.0,1.0
3,799.0,74.0,0,1.0,1.0
3,800.0,78.0,0,1.0,1.0
3,1350000.0,190.0,0,6.0,2.0
3,885.0,140.0,0,3.0,1.0
3,1050000.0,170.0,0,5.0,2.0
3,375.0,140.0,0,3.0,1.0
3,520.0,130.0,0,3.0,1.0
3,500.0,130.0,0,3.0,1.0
3,900.0,155.0,0,3.0,1.0
3,618.0,85.0,0,1.0,1.0
3,1635000.0,200.0,0,4.0,1.0
3,450.0,125.0,0,3.0,1.0
3,1150000.0,215.0,1,3.0,2.0
3,2250000.0,220.0,0,5.0,2.0
3,775.0,92.0,0,2.0,1.0
3,420.0,120.0,0,3.0,1.0
3,1650000.0,200.0,0,4.0,1.0
3,435.0,64.0,0,1.0,1.0
3,670.0,75.0,0,2.0,1.0
3,670.0,130.0,0,3.0,1.0
3,720.0,85.0,0,2.0,1.0
3,1390000.0,140.0,0,4.0,2.0
3,920.0,96.0,0,2.0,1.0
3,820.0,92.0,0,2.0,1.0
3,1220000.0,168.0,0,3.0,1.0
3,1650000.0,300.0,0,5.0,2.0
3,750.0,120.0,0,3.0,1.0
